tid,pref_name,accession,organism,chembl_id,standard_value,standard_units,standard_type,chembl_id,smiles_processed
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,12200,nM,IC50,CHEMBL280601,C1C=CC(C2N(N=CC=2[N+](=O)[O-])C2C=CC(S(=O)(=O)N)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,18,nM,IC50,CHEMBL30011,COC1C=CC(C2N(N=C(C(F)(F)F)C=2)C2C=CC(Cl)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,38000,nM,IC50,CHEMBL30236,CCC1C(OC)=CC=C(C2N(N=C(C(F)(F)F)C=2)C2C=CC(S(=O)(=O)N)=CC=2)C=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,930,nM,IC50,CHEMBL29133,CC1C(=NN(C=1C1C=CC(Cl)=CC=1)C1C=CC(S(=O)(=O)N)=CC=1)C(F)(F)F
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,7,nM,IC50,CHEMBL26915,COC1C=CC(N2N=C(C(F)(F)F)C=C2C2C=CC(Cl)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,3200,nM,IC50,CHEMBL154,CC(C(O)=O)C1=CC2C(=CC(OC)=CC=2)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,11100,nM,IC50,CHEMBL521,CC(CC1C=CC(C(C(O)=O)C)=CC=1)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,12,nM,IC50,CHEMBL6,CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(O)=O)C=C(OC)C=C2
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,13700,nM,IC50,CHEMBL126369,CC1OC(=C(OC2=C(Cl)C=C(OC)C=C2)C(=O)C=1)C1C=CC(S(=O)(=O)C)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,39000,nM,IC50,CHEMBL127868,CC1C=CC(OC2=C(OC(=CC2=O)C)C2C=CC(S(=O)(=O)C)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,16600,nM,IC50,CHEMBL127153,CC1=CC(Cl)=C(OC2=C(OC(=CC2=O)C)C2C=CC(S(=O)(=O)C)=CC=2)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,22800,nM,IC50,CHEMBL125460,CC1OC(=C(OC2=C(F)C=C(Br)C=C2)C(=O)C=1)C1C=CC(S(=O)(=O)C)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,6900,nM,IC50,CHEMBL341320,CC1=CC(F)=C(OC2=C(OC(=CC2=O)C)C2C=CC(S(=O)(=O)C)=CC=2)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,37100,nM,IC50,CHEMBL127190,CC1OC(=C(C(=O)C=1)C1=CC(Cl)=C(Cl)C=C1)C1C=CC(S(=O)(=O)C)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,98800,nM,IC50,CHEMBL416146,CC1=NC=C(C2N=CC(Cl)=CC=2C2C=CC(S(=O)(=O)C)=CC=2)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,18800,nM,IC50,CHEMBL442767,CC1OC(=C(OC2=C(F)C=C(Cl)C=C2)C(=O)C=1)C1C=CC(S(=O)(=O)C)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,36600,nM,IC50,CHEMBL126991,CC1C(OC2=C(OC(=CC2=O)C)C2C=CC(S(=O)(=O)C)=CC=2)=CC=C(Cl)C=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,22300,nM,IC50,CHEMBL127211,CC1OC(=C(OC2=C(F)C=C(F)C=C2)C(=O)C=1)C1C=CC(S(=O)(=O)C)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,22800,nM,IC50,CHEMBL126303,CC1C(OC2=C(OC(=CC2=O)C)C2C=CC(S(=O)(=O)C)=CC=2)=CC=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,21200,nM,IC50,CHEMBL129640,CC1C(OC2=C(OC(=CC2=O)C)C2C=CC(S(=O)(=O)C)=CC=2)=CC=C(F)C=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,11400,nM,IC50,CHEMBL122,CS(=O)(=O)C1C=CC(C2=C(C(OC2)=O)C2C=CC=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,35200,nM,IC50,CHEMBL338457,CC1OC(=C(OC2=C(Cl)C=C(Br)C=C2)C(=O)C=1)C1C=CC(S(=O)(=O)C)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,3,nM,IC50,CHEMBL6,CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(O)=O)C=C(OC)C=C2
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,5100,nM,IC50,CHEMBL118,CC1C=CC(C2N(N=C(C(F)(F)F)C=2)C2C=CC(S(=O)(=O)N)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,31000,nM,IC50,CHEMBL92759,CS(=O)(=O)C1C=CC(C2=C(N=CC(C(F)(F)F)=C2)C2=CN=CC=C2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,63000,nM,IC50,CHEMBL94939,CS(=O)(=O)C1C=CC(C2=C(N=CC(Cl)=C2)C2N=CC=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,800,nM,IC50,CHEMBL420628,CC1=NC=C(C2N=CC(Cl)=CC=2C2C=CC(S(=O)(=O)N)=CC=2)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,13000,nM,IC50,CHEMBL96098,CCC1=NC=C(C2N=CC(Cl)=CC=2C2C=CC(S(=O)(=O)C)=CC=2)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,6000,nM,IC50,CHEMBL95156,CS(=O)(=O)C1C=CC(C2=C(N=CC(Cl)=C2)C2=CN=C(C3CC3)C=C2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,59000,nM,IC50,CHEMBL329120,CC1C=NC(=C(C2C=CC(S(=O)(=O)C)=CC=2)C=1)C1=CN=CC=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,7,nM,IC50,CHEMBL42485,CS(=O)(=O)C1C=CC(C2=C(SC(Br)=C2)C2C=CC(F)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,81000,nM,IC50,CHEMBL92793,CS(=O)(=O)C1C=CC(C2=C(N=CC(Cl)=C2)C2C=CN=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,19000,nM,IC50,CHEMBL94938,CS(=O)(=O)C1C=CC(C2=C(N=CC(Cl)=C2)C2=CN=CC=C2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,20000,nM,IC50,CHEMBL96842,CS(=O)(=O)C1C=CC(C2=C(N=CC=C2)C2C=CC=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,12000,nM,IC50,CHEMBL416146,CC1=NC=C(C2N=CC(Cl)=CC=2C2C=CC(S(=O)(=O)C)=CC=2)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,45000,nM,IC50,CHEMBL96950,CC1N=CC=CC=1C1N=CC(Cl)=CC=1C1C=CC(S(=O)(=O)C)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,20,nM,IC50,CHEMBL6,CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(O)=O)C=C(OC)C=C2
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,9300,nM,IC50,CHEMBL434014,CSC1N=C(SC2=C(NS(=O)(=O)C)C=C3C(C(OC3)=O)=C2)SC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,350,nM,IC50,CHEMBL43520,CC1N=C(SC2=C(NS(=O)(=O)C)C=C3C(C(OC3)=O)=C2)SC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,13000,nM,IC50,CHEMBL289262,CS(=O)(=O)NC1=C(SC2SC=CN=2)C=C2C(=O)CCC2=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,6300,nM,IC50,CHEMBL43461,CCC1N=C(SC2=C(NS(=O)(=O)C)C=C3C(C(OC3)=O)=C2)SC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,14000,nM,IC50,CHEMBL289731,CCC1N=C(SC2=C(NS(=O)(=O)C)C=C3C(C(=O)CC3)=C2)SC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,1600,nM,IC50,CHEMBL287919,CS(=O)(=O)NC1=C(SC2=C(F)C=C(F)C=C2)C=C2C(=O)CCC2=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,620,nM,IC50,CHEMBL37414,CC1N=C(SC2=C(NS(=O)(=O)C)C=C3C(C(=O)CC3)=C2)SC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,12000,nM,IC50,CHEMBL41405,C=CC1N=C(SC2=C(NS(=O)(=O)C)C=C3C(C(OC3)=O)=C2)SC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,4900,nM,IC50,CHEMBL290739,CS(=O)(=O)NC1=C(SC2N=CC(Cl)=CC=2Cl)C=C2C(=O)CCC2=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,6100,nM,IC50,CHEMBL41739,CS(=O)(=O)NC1=C(SC2N=CC=CC=2Cl)C=C2C(=O)CCC2=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,1300,nM,IC50,CHEMBL287909,CS(=O)(=O)NC1=C(SC2SC=CN=2)C=C2C(OCC2=C1)=O
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,3,nM,IC50,CHEMBL6,CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(O)=O)C=C(OC)C=C2
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,2000,nM,IC50,CHEMBL118,CC1C=CC(C2N(N=C(C(F)(F)F)C=2)C2C=CC(S(=O)(=O)N)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,5860,nM,IC50,CHEMBL319326,CN1OC(=C(C2C=CC(F)=CC=2)C1)C1C=CC=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,2640,nM,IC50,CHEMBL319590,CN1OC(=C(C2C=CC=CC=2)C1)C1C=CC(F)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,5860,nM,IC50,CHEMBL98193,CN1OC(=C(C2C=CC(S(=O)(=O)C)=CC=2)C1)C1C=CC=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,22900,nM,IC50,CHEMBL118,CC1C=CC(C2N(N=C(C(F)(F)F)C=2)C2C=CC(S(=O)(=O)N)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,50000,nM,IC50,CHEMBL56367,CS(=O)(=O)NC1=C(OC2C=CC=CC=2)C=C([N+](=O)[O-])C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,25000,nM,IC50,CHEMBL69998,CC1(OC(=O)C(OCC2CC2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,1100,nM,IC50,CHEMBL296447,CS(=O)(=O)C1C=CC(N2C(=NC(C(F)(F)F)=C2)C2=CC3OCOC=3C=C2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,55000,nM,IC50,CHEMBL321156,C1=CSC(C2N(C3C=CC(S(=O)(=O)N)=CC=3)C=C(N=2)C(F)(F)F)=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,32000,nM,IC50,CHEMBL108978,CS(=O)(=O)C1C=CC(N2C(=NC(C(F)(F)F)=C2)C2N=CC3C(C=2)=CC=CC=3)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,89000,nM,IC50,CHEMBL108936,CC1=NC=C(C2N(C3C=CC(S(=O)(=O)N)=CC=3)C=C(N=2)C(F)(F)F)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,82000,nM,IC50,CHEMBL110446,CS(=O)(=O)C1C=CC(N2C(=NC(C(F)(F)F)=C2)C2C=NC3C(C=2)=CC=CC=3)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,100,nM,IC50,CHEMBL6,CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(O)=O)C=C(OC)C=C2
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,78000,nM,IC50,CHEMBL46712,CC1=CC(C2N(C3C=CC(S(=O)(=O)C)=CC=3)C=C(N=2)C(F)(F)F)=CC=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,84000,nM,IC50,CHEMBL108961,CC1=CC(=NC=C1)C1N(C2C=CC(S(=O)(=O)N)=CC=2)C=C(N=1)C(F)(F)F
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,49000,nM,IC50,CHEMBL106151,COC1=NC=C(C2N(C3C=CC(S(=O)(=O)C)=CC=3)C=C(N=2)C(F)(F)F)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,25900,nM,IC50,CHEMBL42561,CC1C=CC(C2N(C3C=CC(S(=O)(=O)C)=CC=3)C=C(N=2)C(F)(F)F)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,29000,nM,IC50,CHEMBL69261,CC1C(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)=CC=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,15300,nM,IC50,CHEMBL69557,C1=C(C2N(C(OC=2)=O)C2=C(F)C=C(F)C=C2)C=CC(S(=O)(=O)N)=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,11000,nM,IC50,CHEMBL154,CC(C(O)=O)C1=CC2C(=CC(OC)=CC=2)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,24400,nM,IC50,CHEMBL71052,C1C=CC(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,10800,nM,IC50,CHEMBL307197,C1C=C(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)C=C(Cl)C=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,10900,nM,IC50,CHEMBL70588,CC1C=CC(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,37100,nM,IC50,CHEMBL305505,C1C=C2C(C(N3C(OC=C3C3C=CC(S(=O)(=O)N)=CC=3)=O)=CC=C2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,13400,nM,IC50,CHEMBL70158,CS(=O)(=O)C1C=CC(C2N(C(OC=2)=O)C2C(F)=CC=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,49300,nM,IC50,CHEMBL72859,CC1OC(=O)N(C=1C1C=CC(S(=O)(=O)N)=CC=1)C1C=CC=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,33600,nM,IC50,CHEMBL71022,CS(=O)(=O)C1C=CC(C2N(C(OC=2)=O)C2C=CC=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,13200,nM,IC50,CHEMBL70921,C1=C(C2N(C(OC=2)=O)C2C=CC(F)=CC=2)C=CC(S(=O)(=O)N)=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,6940,nM,IC50,CHEMBL307766,CS(=O)(=O)C1C=CC(C2N(C(OC=2)=O)C2=C(F)C=C(F)C=C2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,1500,nM,IC50,CHEMBL304560,C1=C(C2N(C(OC=2)=O)C2=CC(Cl)=C(Cl)C=C2)C=CC(S(=O)(=O)N)=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,13600,nM,IC50,CHEMBL69667,CS(=O)(=O)C1C=CC(C2N(C(OC=2)=O)C2C=CC(Cl)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,5800,nM,IC50,CHEMBL72515,COC1=C(Cl)C=C(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,35400,nM,IC50,CHEMBL71010,C1C=C(Cl)C(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,900,nM,IC50,CHEMBL70478,COC1C=CC(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,6600,nM,IC50,CHEMBL304054,CC1=CC(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)=CC=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,43500,nM,IC50,CHEMBL72294,CC1C=CC(N2C(OC(=C2C2C=CC(S(=O)(=O)N)=CC=2)C)=O)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,5100,nM,IC50,CHEMBL303728,COC1=C(F)C=C(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,7000,nM,IC50,CHEMBL70858,C1=C(C2N(C(OC=2)=O)C2C=CC(Cl)=CC=2)C=CC(S(=O)(=O)N)=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,45800,nM,IC50,CHEMBL71372,CC1OC(=O)N(C=1C1C=CC(S(=O)(=O)N)=CC=1)C1C=CC(F)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,8700,nM,IC50,CHEMBL419268,CC1OC(=O)N(C=1C1C=CC(S(=O)(=O)N)=CC=1)C1=CC(Cl)=C(Cl)C=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,10400,nM,IC50,CHEMBL71455,CCC1C=CC(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,5100,nM,IC50,CHEMBL302771,CS(=O)(=O)C1C=CC(C2N(C(OC=2)=O)C2C=CC(F)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,11600,nM,IC50,CHEMBL306232,CC1C=CC(N2C(OC=C2C2C=CC(S(=O)(=O)C)=CC=2)=O)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,27900,nM,IC50,CHEMBL430783,C1C=C(F)C(N2C(OC=C2C2C=CC(S(=O)(=O)N)=CC=2)=O)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,250,nM,IC50,CHEMBL6,CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(O)=O)C=C(OC)C=C2
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,16900,nM,IC50,CHEMBL303023,CC1=CC(N2C(OC(=C2C2C=CC(S(=O)(=O)N)=CC=2)C)=O)=CC=C1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,42400,nM,IC50,CHEMBL306716,CCC1C=CC(N2C(OC=C2C2C=CC(S(=O)(=O)C)=CC=2)=O)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,14200,nM,IC50,CHEMBL118,CC1C=CC(C2N(N=C(C(F)(F)F)C=2)C2C=CC(S(=O)(=O)N)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,4500,nM,IC50,CHEMBL119618,CCCN(C(=O)C1C=C2C(COC2=C(C(C)(C)C)C=1)(C)C)C1CC1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,2500,nM,IC50,CHEMBL331749,CC(C1=C2OCC(C2=CC(NC2C(C(O)=O)=CC=CC=2)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,75,nM,IC50,CHEMBL332028,CC(C1=C2OCC(C2=CC(C2N=C3SC=CN3C=2)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,290,nM,IC50,CHEMBL119170,CC(C1=C2OCC(C2=CC(C(O)=NC2CC2)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,1000,nM,IC50,CHEMBL419947,CC(C1=C2OCC(C2=CC(C(O)=NCCOC)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,45,nM,IC50,CHEMBL2112567,CC(C1=C2OCC(C2=CC(=C1)C=C1C(OCC1)=O)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,2500,nM,IC50,CHEMBL117615,CCN(C(=O)C1C=C2C(COC2=C(C(C)(C)C)C=1)(C)C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,20000,nM,IC50,CHEMBL118335,CCN=C(O)C1C=C2C(COC2=C(C(C)(C)C)C=1)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,5000,nM,IC50,CHEMBL119433,CC(C1=C2OCC(C2=CC(C(=O)N(C2CC2)C)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,70,nM,IC50,CHEMBL421608,CC(C1=C2OCC(C2=CC(C2=NOC(C2)(C)C)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,2500,nM,IC50,CHEMBL119472,CCCCN=C(O)C1C=C2C(COC2=C(C(C)(C)C)C=1)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,200,nM,IC50,CHEMBL118839,CC(C1=C2OCC(C2=CC(C2SC=CC=2)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,30000,nM,IC50,CHEMBL274893,CS(=O)(=O)C1C=CC(C2=C(C3C=CC(F)=CC=3)CCC2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,35,nM,IC50,CHEMBL119720,CC(C1=C2OCC(C2=CC(C(=O)C2N(C=CC=2)C)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,550,nM,IC50,CHEMBL122065,CCCN=C(O)C1C=C2C(COC2=C(C(C)(C)C)C=1)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,2000,nM,IC50,CHEMBL119418,CCCCCN=C(O)C1C=C2C(COC2=C(C(C)(C)C)C=1)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,3500,nM,IC50,CHEMBL326365,CC(O)=NC1C=C2C(COC2=C(C(C)(C)C)C=1)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,45,nM,IC50,CHEMBL332937,CC(C1=C2OCC(C2=CC(C(=O)C2SC=CC=2)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,20,nM,IC50,CHEMBL117911,CC(C1=C2OCC(C2=CC(=C1)C=CC1SC=CC=1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,3000,nM,IC50,CHEMBL521,CC(CC1C=CC(C(C(O)=O)C)=CC=1)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,250,nM,IC50,CHEMBL13878,C#CCCCC(=O)C1C=C(C(C)(C)C)C(O)=C(C(C)(C)C)C=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,15000,nM,IC50,CHEMBL117682,CC(C1=C2OCC(C2=CC(C2N=C(SC=2)NC(N)=N)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,5000,nM,IC50,CHEMBL326362,CC(C1=C2OCC(C2=CC(C=C2SC(N=C2O)=N)=C1)(C)C)(C)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,6300,nM,IC50,CHEMBL118,CC1C=CC(C2N(N=C(C(F)(F)F)C=2)C2C=CC(S(=O)(=O)N)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,10000,nM,IC50,CHEMBL304982,CCC(OC1C(OC(C=1C1C=CC(S(=O)(=O)C)=CC=1)(C)C)=O)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,200,nM,IC50,CHEMBL6,CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(O)=O)C=C(OC)C=C2
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,39000,nM,IC50,CHEMBL68365,CCC(OC1C(OC(C=1C1C=CC(S(=O)(=O)C)=CC=1)(C)C)=O)CC
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,19000,nM,IC50,CHEMBL122,CS(=O)(=O)C1C=CC(C2=C(C(OC2)=O)C2C=CC=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,30000,nM,IC50,CHEMBL71916,CC1(OC(=O)C(OC2CCC2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,36000,nM,IC50,CHEMBL305507,CC(OC1C(OC(C=1C1C=CC(S(=O)(=O)C)=CC=1)(C)C)=O)C1CC1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,10000,nM,IC50,CHEMBL156256,C1C=CC(N2N=C(C3=C2CCCC3)C2C=CC(Cl)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,10000,nM,IC50,CHEMBL155887,COC1C=CC(C2=NN(C3=C2CCCCC3)C2C=CC=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,120,nM,IC50,CHEMBL348390,C1C=CC(C2=NN(C3=C2CCCCC3)C2C=CC=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,10000,nM,IC50,CHEMBL157616,C1C=CC(N2N=C(C3=C2CCC3)C2C=CC(Cl)=CC=2)=CC=1
96,Cyclooxygenase-1,P23219,Homo_sapiens,CHEMBL221,490,nM,IC50,CHEMBL433892,C1C=CC(C2=NN(C3=C2CCCC3)C2C=CC=CC=2)=CC=1
